x1,x2,r
24547,11608,40814
39503,50978,40789
24139,9256,44794
24824,41326,4762
52163,24709,5313
408,16485,52106
57070,45731,13457
7857,17713,41147
44171,13453,4683
54962,42806,25590
16293,24296,42918
3981,5466,25101
20623,2781,26354
23299,2533,55535
39134,30000,50829
10563,81,37695
32439,21541,36140
1269,11993,24858
774,31552,1389
56545,46705,3658
39291,27454,44382
32676,18372,58008
23277,15243,8931
5078,27622,9030
10063,44010,1133
30416,18533,47995
58372,23885,50366
58742,42241,16221
17616,35349,33690
11403,33342,31508
3229,22956,38651
7043,2769,38297
15990,19805,56765
31841,7485,55173
47235,40198,15788
35516,48582,30713
56964,2111,46480
16706,37431,59443
13977,11695,38719
43833,471,51930
56971,39979,25885
27879,30797,46553
5846,54324,51172
51067,253,9740
11507,18562,47879
37263,14645,447
2875,55717,3398
56083,51256,12240
55362,30389,36845
59169,45035,51977
1399,53044,9241
9470,36156,44712
53924,20886,42604
25553,26941,7842
11736,45483,1028
35359,256,32114
10946,28562,43497
11970,50929,41834
42669,56393,15780
23080,49361,43389
2276,51284,8191
55944,46676,9277
47714,58906,5954
50846,16579,3824
14536,52557,21036
20296,25591,30541
43352,57517,1319
56978,797,45530
56567,5613,4657
8168,19095,44548
6521,5753,11147
6182,7098,34896
24176,43400,37822
15843,2194,34125
8739,5389,36282
42213,7926,40708
18242,48739,20560
14413,51722,3047
32610,11514,56166
8351,14979,59653
25024,18978,37242
4430,39020,26478
2784,21405,40094
18855,8007,56928
28830,50546,40577
41494,24286,18091
33574,53133,15391
49575,46384,17805
249,12045,19902
38828,21850,27656
35678,59630,42715
40340,29375,25121
8126,31894,16880
25844,11266,38228
52617,52562,46481
23679,35824,4678
46435,11508,30145
44228,33039,14946
22608,13425,46973
2472,28150,26506
8154,20374,23908
45585,14583,13494
24434,16880,6392
24151,35174,3223
1272,23852,59211
527,21093,9081
44236,53842,12135
32976,17682,28483
41091,31181,47713
15130,10330,27052
3655,38512,42595
6638,46229,35700
3522,14931,56911
52796,13575,16926
55627,5340,16975
26106,58582,33666
25102,39748,49292
47552,56118,23579
34922,8898,25253
44915,31415,45181
8912,6007,56108
53479,44904,38387
6879,35017,11055
2833,2780,305
41174,42407,35852
33399,58179,31543
11358,21135,9616
56615,6846,27559
6857,52557,25522
14808,57741,37711
9661,55786,16486
54192,19421,47597
34771,12837,32087
26522,38584,35635
18709,34757,19453
17568,18717,24869
51202,41110,56643
18859,54236,52226
59158,37756,11841
2123,13234,449
958,6392,13601
24451,42505,25104
33718,35465,36017
10034,28593,45252
47616,18254,16394
13292,43594,36400
44245,14309,22985
54166,45964,8902
37408,17441,16812
38268,36569,22003
26664,18515,35721
514,56044,29912
11865,16666,32297
38380,59978,55522
38938,15443,5157
6894,30838,32788
49002,32630,12876
2636,5247,31240
59638,10669,22838
42138,50664,9426
40175,59707,56402
46368,14239,50655
7480,14344,19339
22956,20232,47144
18716,13373,2747
50333,23918,5386
56462,462,25301
32135,11689,19485
16798,8364,43614
2744,6352,4271
7710,49422,11435
25501,34166,42022
45715,39468,39654
50215,14915,28317
12587,1227,2093
49314,54191,41028
32139,49249,56960
7196,55189,11302
24419,1029,59575
44677,39109,4600
32982,242,49410
26498,27416,38732
39285,13114,59098
57819,40497,5303
4580,21324,18136
20847,41563,45656
3963,50421,19958
20362,18209,25900
7550,8462,30514
27966,44572,52625
58962,19284,43894
742,4751,15593
4819,13625,17744
38946,59242,38962
15021,56089,6929
59066,34593,18736
5073,12677,967
47262,53938,3426
8421,48793,38123
12452,46653,18036
54396,33193,26043
11816,19066,25572
42680,9439,11707
59704,46936,20431
20806,2543,43223
52881,18058,46082
14142,6121,7165
53589,41749,49687
53764,53065,50492
60,16111,51082
9592,13091,2746
2333,10344,16923
3583,16516,18542
41549,26748,39216
7707,23099,38455
26936,36263,6302
1241,45590,6832
36770,38141,6410
20617,48074,7924
39643,31346,11341
59741,24018,47170
41002,50265,57487
37588,29792,13536
4518,10711,4723
34487,16027,7410
17354,9472,26690
18479,20466,6465
38566,20405,6
57951,42615,13573
40348,41499,31164
36653,2945,12516
41258,26926,6306
10677,39608,10431
2502,4718,17213
17065,42521,29466
3290,34015,15666
43457,19527,18111
34545,44063,13448
36248,35499,56378
20056,28654,47533
24411,17594,47106
38162,16930,14527
22136,16831,11626
52356,57171,41414
32497,18183,57911
1430,7660,18621
52968,59604,55194
38987,30797,4002
11020,40606,32740
23471,40713,12577
41993,38914,28825
31346,49332,9485
54454,41905,24479
58784,39075,5356
5273,43366,58487
31228,25063,20541
25606,56494,15974
59317,57901,10081
41364,21394,2598
18836,25453,51259
30337,47291,18976
16530,41534,21148
37399,12228,44522
30284,20684,37903
55117,34572,14146
25583,28242,55338
1413,32433,53375
26195,34241,16237
5720,35878,34055
44790,57695,6620
38560,51583,17750
45052,14344,44908
51034,44203,47888
59441,7124,55542
41420,22393,3659
27087,59592,44465
45735,18810,53571
38197,23375,58231
59329,26893,51549
41337,4007,37553
318,12992,48377
43377,38272,29214
52606,25769,22467
21568,23367,43187
1711,19812,50756
9867,13627,7931
18213,13795,53166
31229,56512,26310
18094,16635,18657
24558,2890,17845
3507,7918,32536
39874,1157,29433
16253,39410,42331
59843,27500,29435
27125,73,41785
36789,40443,44749
51942,24447,46575
38318,38497,11285
38880,41267,56022
7794,58482,30528
47545,11875,2314
41783,52570,19129
14892,17470,43647
10554,37429,55106
19440,41210,20883
26366,9543,28491
43655,23925,35966
41676,52110,14956
44679,38935,37816
47867,13010,59617
9370,26599,34430
55546,42434,57365
26733,27341,51725
23075,11612,48229
59140,42255,6846
26208,54224,50220
46275,38530,29649
49892,8737,20267
32551,25077,44419
27928,18208,40841
39970,52224,3614
50437,46231,24441
7707,45169,30676
15601,2940,58344
9907,56116,5273
28937,41712,4876
40953,22838,11113
26733,21143,47043
55410,13215,33622
31620,3609,33743
42650,49358,48493
1539,43374,45905
15332,40139,54760
13656,15923,13602
4694,26373,14023
36411,17467,27252
57064,10684,6466
44955,50775,47023
16316,31477,8478
42220,50068,49358
47233,33075,2743
49799,52911,34747
26299,30417,27732
31155,3646,37147
20228,11771,6852
21838,43309,11373
18930,10767,9708
20075,38304,19608
12908,33617,21099
24451,38744,33403
58635,21907,17305
44114,46660,28497
42735,35233,13652
25687,3810,58840
18666,15743,24347
12318,10451,38807
31082,17184,36448
25899,50616,52711
19765,47910,36591
16766,43348,15870
9359,34294,11226
37907,59660,26991
38665,18210,27446
3266,30121,52191
47993,7934,47530
895,57108,49287
20378,24383,27260
35318,24232,35430
22144,40582,51870
26920,46396,31279
7958,23667,23369
31834,52615,31231
46443,45711,21917
38908,57280,2844
1727,39964,25055
5127,6262,55391
57926,59613,320
58907,11418,25980
8327,47627,6449
8371,28403,39655
50885,38657,9828
55017,49800,7432
8963,27075,14773
14778,46393,14376
16160,47492,135
40832,33157,29634
16239,13353,25530
11943,21416,34025
6010,40578,34905
38831,35429,45991
31959,29840,20895
38814,28398,835
7402,30598,36688
42103,17057,39523
37871,29623,31710
59146,38044,1610
38033,9849,23004
55515,40721,59363
1448,31846,19848
11348,36370,4353
23086,3247,15730
37037,1314,55182
51307,29399,35190
18588,54075,23236
58768,40398,58480
51109,31472,48519
18029,47453,5716
58942,24172,51175
48653,4992,18900
11196,403,25912
3632,9048,30273
34909,23972,30223
42852,50793,57190
11115,28275,18526
30960,10837,30326
20020,8141,18417
24628,5552,6552
20035,57663,57995
50780,58662,18313
18073,41562,7585
24220,7397,25898
24451,10595,24373
43427,15601,50038
43259,30986,9490
4794,25773,28838
8283,38910,35805
51656,52871,25819
7705,4648,53400
11701,51527,48846
41318,39812,56819
58930,15458,51090
25086,35323,15856
48357,11904,17694
27183,39967,23247
10177,16330,20615
53273,3616,8354
27581,33059,4943
36959,42011,21718
42774,8037,24921
18614,50404,18544
59888,641,45562
56957,24614,10103
52411,3113,6079
17409,38537,53089
57619,21783,35147
41555,31007,55870
28509,42502,20410
2135,19393,30827
11093,24731,54059
1267,32692,41352
33638,54653,7760
39354,26578,43213
33024,357,39092
29885,16324,28070
15705,55711,20360
39582,8807,36910
2275,26420,28110
45802,18448,26497
188,25465,714
52411,29534,15649
49457,17737,57203
43470,52938,28654
2224,10051,28209
3765,35351,18468
41422,42974,20946
13974,1840,28375
488,14993,22192
12583,10482,320
25041,44058,6337
46334,58672,32335
28764,18339,23195
2713,41010,48118
5452,43519,35908
58646,58313,31428
13888,45535,49704
36505,1561,13837
52734,19835,40912
21494,34002,35155
9187,12792,3138
2683,14653,3626
23946,37784,41883
54517,55414,17731
58664,41226,14921
27070,13997,40082
17089,4151,51891
14706,10147,50641
54653,4553,13539
11400,55919,50222
25131,45438,56404
53188,35132,55707
18487,13357,11330
54367,137,53062
34704,44973,10734
34463,58896,59598
28896,10503,33144
9842,9850,46244
51802,26128,28134
2512,14905,35051
14191,52870,47059
53637,34200,35869
48896,49910,37115
38750,48789,50492
9270,25951,39209
756,29344,30836
41102,25088,9456
52379,30891,17804
12367,13192,50618
15476,23881,18107
54530,45181,9283
3700,53110,49613
58444,1539,39958
22611,31678,26242
55213,41695,48582
26356,10025,1538
47866,40176,44374
16847,14419,59715
16287,27215,57474
58983,46256,23296
58098,29757,2335
45080,57864,38321
12030,370,29420
25155,24303,47936
20031,39242,23177
16784,16366,37297
35306,26485,14697
38262,22010,4705
46260,26714,54344
9066,45973,30511
43720,52370,7137
13884,48397,39839
53075,8654,53432
34799,36161,38630
47558,54592,36109
5682,8496,45263
49873,34977,6188
39675,10268,8634
37931,13025,57806
42364,56199,49296
55442,19660,35411
27803,54786,43220
5792,8180,3633
42387,55767,31329
20858,11760,58616
15904,48590,1910
7037,54580,52418
3341,21997,30224
3961,16846,51799
36113,40376,5421
49494,17724,26178
9399,30472,8662
11260,4793,7657
51134,55015,45341
5499,39622,20802
5877,43058,20110
5685,16686,55593
21840,57044,8991
46826,17357,29385
36162,7530,34437
46922,41047,58781
38820,2813,56052
42314,19370,50560
45445,46551,50555
23427,43508,13311
32376,17489,35946
42474,19084,8337
48282,13380,48239
46159,11759,27793
40669,49264,53070
37676,48509,45930
37848,6389,16048
2137,47813,23081
12814,41052,42600
3449,26796,54981
25142,12710,46171
50445,8736,24789
2005,44177,44822
21517,20828,16795
18927,7330,20516
53426,20058,17780
44215,18373,52896
26677,58618,12208
50398,17409,2438
10138,38524,47866
1998,18194,27971
31747,28868,56093
22758,34112,41185
43103,15949,23239
25110,17546,19325
13591,17231,28763
12035,26217,35131
33015,2492,36623
46457,6172,33159
6595,25332,24102
40401,17881,59597
12217,58670,2831
17836,224,55108
55047,8374,3616
54485,57983,17012
59231,36270,32810
36123,45989,25926
33156,39248,41661
29505,4171,43704
29420,23877,8710
7738,14889,334
34410,15198,47154
24044,26750,15773
16889,59916,12333
16918,1201,19707
42414,31170,39389
43088,38327,11802
59612,11231,13578
14788,57049,13046
10388,45296,19467
16231,49665,49602
54422,53609,28206
13378,38771,9488
11649,40477,51883
9956,53451,40276
14575,27286,15334
59327,49238,59588
55918,9682,55847
46084,44626,59476
6990,55655,48478
8819,24382,25324
53376,1314,41747
21549,7391,29088
49872,16654,38731
40852,7149,49166
39321,3364,34561
1264,59363,27611
43244,12645,19520
58765,12443,42602
9144,10744,24562
42114,58953,40161
48755,32554,17031
33755,50075,52675
36910,4395,46727
54034,47654,11623
4135,28943,38527
28239,58425,19587
15784,33155,3756
10463,2902,14598
16267,49191,4637
9891,58212,9616
59244,48932,1903
39012,38288,14454
51038,47174,33627
39006,4215,42132
52976,16993,37037
13331,21016,25450
45325,27238,44800
7332,8531,10930
23680,23449,26382
52646,18925,32145
10261,18153,38353
14772,11191,58897
53626,25203,7906
45930,52036,54114
27749,32532,42461
13092,31081,22662
44336,16406,56190
53687,12739,32794
47096,55679,16959
51245,30317,51261
22023,44135,19518
31720,36132,59502
50965,27123,46600
8447,19984,53504
47182,18510,53590
52746,29899,55196
3216,19572,4772
14732,45958,44998
42164,2737,49158
17569,22098,9226
38917,19263,50743
21540,50030,21799
42536,47416,12672
53363,41125,44498
20017,5895,22249
24355,55114,11718
14312,24204,25174
53152,31004,30139
3551,2496,9245
59750,39789,52124
55578,9707,41939
28357,53243,44927
5087,42651,23184
47056,27456,34836
36191,29374,13904
54522,30244,14766
55807,16416,4313
59677,46553,19544
38737,41615,32173
4804,19510,47020
46162,16230,29646
1200,39851,12204
40870,47311,20654
29071,29348,55829
58539,38425,8507
20044,59557,58275
45761,20277,4571
59747,54996,34602
17472,12987,18854
8259,57948,1033
55506,53325,1330
15228,18837,26166
51387,385,2757
25336,8110,25854
52286,28573,17997
42915,42009,18977
2884,35862,32360
9762,14895,24942
5758,48523,46533
443,45157,37916
3260,17017,9674
44877,15420,45032
16937,58071,52803
39437,46992,33300
9466,19245,30197
55456,1195,17975
32288,59671,59376
16725,35157,19406
14786,39198,18990
58671,44358,53297
28518,21772,42013
30334,31749,15742
48668,52059,19609
1950,8745,57104
34923,18761,42685
30616,14295,7869
56190,33327,42793
59476,44581,1606
36113,14237,41966
30113,10213,35085
29139,7137,19428
4092,10018,45132
8790,10460,39473
10129,19927,53539
2960,47444,36292
40199,41596,58884
53573,8275,29543
4075,4973,10908
20734,28586,32223
3096,17853,35393
34957,42490,59443
41299,46224,45985
1067,4603,31579
48993,33367,45715
34146,26406,51444
30663,53481,57834
8941,44800,47739
28302,1881,21752
15577,20975,17140
40306,58343,6981
45053,3517,51776
484,50335,26620
16178,4671,5493
51514,10226,34076
38214,57475,19889
17642,52103,16305
7275,22899,20843
27464,57473,54160
23069,28601,41743
59882,50241,6705
11762,53582,50979
56676,8812,1767
56010,17202,28817
17015,52818,14174
55574,15858,46423
33703,5026,18567
1640,48365,6991
41618,22777,19460
38690,39229,44782
36733,43633,47281
3178,10258,32524
10008,21735,27450
13906,5793,23715
22663,18621,29528
59671,59136,35797
6623,47619,42267
49368,30668,27208
1672,42298,36737
14145,5439,41869
34006,16232,53057
3038,39750,1162
59631,40601,27489
4141,2482,2614
23058,54380,2033
40415,45565,31411
8186,27170,37306
22998,15158,40924
14981,47999,23384
22463,23881,12039
55543,58926,43390
32820,20073,34856
33956,48816,48927
43919,44329,47719
29039,4165,12946
29603,20023,37646
53196,28852,13627
41759,57708,49813
9085,41185,47353
49235,757,44836
55312,29194,17837
44672,35394,54800
37508,9641,57908
879,14430,55024
20287,38305,30206
10248,31564,48829
35060,29299,38623
19050,56534,53726
16932,14120,13941
33030,34870,35215
12391,44945,51569
59450,34454,1510
16626,7746,30995
14693,20952,32064
23410,46669,3588
12060,52420,17300
957,45376,46268
59234,24868,5321
59406,46487,39442
8891,14714,16911
47785,6515,37603
14564,39199,42062
10332,7191,6078
44386,27237,58547
43891,54906,33491
49117,16945,35431
55986,30360,7186
26305,27489,13226
6435,28588,45068
14623,57262,52736
56932,29254,49306
26326,54219,55326
2142,22114,19578
19046,14813,33540
25972,46496,51859
23766,42693,9905
44049,59286,45168
11602,25116,7059
44377,52291,16235
23057,5505,53135
23574,53839,13416
1213,38864,35576
1498,3282,23371
43703,7534,27195
23759,57558,41452
27653,47335,29156
35434,7958,1950
12269,13800,57896
48936,9711,492
27488,51644,57808
37377,40154,8130
31450,12645,2043
28880,13953,19995
13461,1003,49374
42687,11558,15955
17107,32730,1916
41689,44721,24806
26587,34678,21642
43175,17620,6302
47801,46842,8031
57142,38987,29561
31297,36631,34042
25552,23140,41530
31458,28911,44649
38535,841,47934
55974,23874,29837
17020,21819,21495
55551,40451,1815
30818,18610,27379
55739,12553,4002
37427,52617,43196
45951,21327,29293
38462,9391,39451
57701,53645,24736
54724,25396,58900
44735,40941,40900
1564,18232,29519
36231,47789,58756
53172,42177,47454
31711,3897,28701
56442,36039,39641
40688,33898,33445
38390,46135,39998
10631,18928,2028
28415,37355,23633
44292,41598,56142
42665,45023,46244
31616,48625,7453
13960,40613,977
51538,9329,23268
40331,39369,15518
44915,12840,13623
4668,13701,17431
7736,45737,39351
50060,55622,28363
19827,24107,24483
537,28852,13654
27565,33300,38882
56457,24662,34107
5219,22385,1434
28581,39578,34216
24998,4509,26468
58094,32530,41061
22032,40992,11674
24593,13952,21386
59341,21416,20834
49406,24536,6029
35905,16911,14941
2033,31192,23994
54685,38632,22547
2465,14359,35527
44541,5933,3546
23148,22834,16684
26828,50307,23635
15799,15290,48068
54492,25184,40986
49228,52848,27789
13148,34819,41194
1793,3541,26298
59412,3451,21534
54612,35993,41437
55389,54173,31702
49106,15378,16728
13885,3714,30085
39125,52906,18215
29297,20190,3374
39004,5679,14318
9529,58143,18118
29531,27542,49477
16871,54183,44085
5346,30993,6462
27314,27236,12995
37017,24654,45228
17011,18101,17336
2761,20238,30756
52348,15350,3929
815,2956,3557
16405,17858,13628
6434,56726,26958
47149,11007,7902
39414,520,4493
56740,59687,10028
28000,41623,33411
43594,58881,350
15542,44624,4419
11717,7151,26689
57661,33485,3330
1188,56357,3240
50428,11113,32361
31613,19039,14985
16435,2311,254
4383,9814,29332
54461,23942,19195
57230,51533,10278
27895,33853,15659
1207,16310,14768
31987,57297,38244
58790,418,29731
35604,12690,53323
901,44899,16587
8616,6831,10582
38334,96,18999
49148,11021,22458
49136,34700,11021
53718,35888,36008
21435,11171,18197
24820,50095,15952
48739,38243,33278
7189,43615,31270
22482,26246,52294
31286,54745,800
52527,15227,12487
52919,16526,45971
41569,3511,21176
52391,11360,14811
17539,4829,24958
8719,24320,1510
21089,56981,38670
19050,8865,3386
17389,11674,17732
42075,29340,12718
28437,14560,10181
47791,58175,13912
485,33384,20514
7898,48090,38071
11431,34465,50165
15228,6053,43194
38538,3918,251
41723,10966,7126
40568,46844,36663
29746,36766,40451
42925,7267,35094
34124,1800,5766
58149,53452,42568
6275,22516,10522
23912,9463,52905
19425,25313,54532
16699,10678,46952
15168,52538,46328
52513,40710,45220
50933,56295,20623
8922,54158,13248
33086,30738,35937
6604,6641,1700
56806,8708,32254
30777,52057,29944
50266,19877,20851
57134,6809,17333
40105,5139,35741
40105,56183,2982
46566,33763,43816
5702,16554,48501
2536,50099,23776
26385,49112,59348
18397,54716,2600
7374,39153,35747
